Data,ANO,MES,AnoMes,NDVI,PreFiltro,FlatBottom,NDVI_media_mensal
2021-03-22,2021,3,2021-03,0.5984,0.5984,0.5984,0.4848
2021-04-07,2021,4,2021-04,0.6157,0.6157,0.6157,0.6405000000000001
2021-04-23,2021,4,2021-04,0.6653,0.6653,0.6653,0.6405000000000001
2021-05-09,2021,5,2021-05,0.5675,0.5675,0.6302,0.59885
2021-05-25,2021,5,2021-05,0.6302,0.6302,0.6302,0.59885
2021-06-10,2021,6,2021-06,0.4792,0.4792,0.4792,0.40480000000000005
2021-06-26,2021,6,2021-06,0.3304,0.3304,0.3342,0.40480000000000005
2021-07-12,2021,7,2021-07,0.3342,0.3342,0.3342,0.31689999999999996
2021-07-28,2021,7,2021-07,0.2996,0.2996,0.2996,0.31689999999999996
2021-08-13,2021,8,2021-08,0.2931,0.2931,0.2931,0.2862
2021-08-29,2021,8,2021-08,0.2793,0.2793,0.2793,0.2862
2021-09-14,2021,9,2021-09,0.2936,0.2936,0.2936,0.29645
2021-09-30,2021,9,2021-09,0.2993,0.2993,0.2993,0.29645
2021-10-16,2021,10,2021-10,0.3138,0.3138,0.3138,0.3138
2021-11-01,2021,11,2021-11,0.2718,0.5091,0.5091,0.48805
2021-11-17,2021,11,2021-11,0.7043,0.7043,0.7043,0.48805
2021-12-03,2021,12,2021-12,0.81,0.81,0.81,0.7261
2021-12-19,2021,12,2021-12,0.6422,0.5845,0.5845,0.7261
2022-01-01,2022,1,2022-01,0.359,0.359,0.4162,0.36529999999999996
2022-01-17,2022,1,2022-01,0.3716,0.4162,0.4162,0.36529999999999996
2022-02-02,2022,2,2022-02,0.2983,0.4734,0.4734,0.41445
2022-02-18,2022,2,2022-02,0.5306,0.5306,0.5306,0.41445
2022-03-06,2022,3,2022-03,0.6523,0.6523,0.6523,0.6836
2022-03-22,2022,3,2022-03,0.7149,0.6818,0.6818,0.6836
2022-04-07,2022,4,2022-04,0.7113,0.7113,0.7113,0.6494500000000001
2022-04-23,2022,4,2022-04,0.5876,0.5876,0.5899,0.6494500000000001
2022-05-09,2022,5,2022-05,0.5899,0.5899,0.5899,0.5483
2022-05-25,2022,5,2022-05,0.5067,0.5067,0.5067,0.5483
2022-06-10,2022,6,2022-06,0.3276,0.3276,0.39,0.3588
2022-06-26,2022,6,2022-06,0.39,0.39,0.39,0.3588
2022-07-12,2022,7,2022-07,0.3249,0.3249,0.3249,0.32075
2022-07-28,2022,7,2022-07,0.3166,0.3166,0.3166,0.32075
2022-08-13,2022,8,2022-08,0.3275,0.3275,0.3275,0.29635
2022-08-29,2022,8,2022-08,0.2652,0.2652,0.3275,0.29635
2022-09-14,2022,9,2022-09,0.3445,0.3445,0.3445,0.3272
2022-09-30,2022,9,2022-09,0.3099,0.3099,0.3445,0.3272
2022-10-16,2022,10,2022-10,0.5726,0.3956,0.3956,0.5726
2022-11-01,2022,11,2022-11,0.4812,0.4812,0.4812,0.57425
2022-11-17,2022,11,2022-11,0.6673,0.6673,0.6673,0.57425
2022-12-03,2022,12,2022-12,0.7536,0.6562,0.6562,0.69935
2022-12-19,2022,12,2022-12,0.6451,0.6451,0.6451,0.69935
2023-01-01,2023,1,2023-01,0.6451,0.6451,0.6451,0.52395
2023-01-17,2023,1,2023-01,0.4028,0.5622,0.5622,0.52395
2023-02-02,2023,2,2023-02,0.2925,0.4794,0.4794,0.34450000000000003
2023-02-18,2023,2,2023-02,0.3965,0.3965,0.4794,0.34450000000000003
2023-03-06,2023,3,2023-03,0.615,0.5029,0.5029,0.61215
2023-03-22,2023,3,2023-03,0.6093,0.6093,0.6093,0.61215
2023-04-07,2023,4,2023-04,0.7707,0.7707,0.7707,0.7376
2023-04-23,2023,4,2023-04,0.7045,0.7045,0.7045,0.7376
2023-05-09,2023,5,2023-05,0.5867,0.5867,0.5867,0.5474
2023-05-25,2023,5,2023-05,0.5081,0.5081,0.5081,0.5474
2023-06-10,2023,6,2023-06,0.4227,0.4227,0.4227,0.36505
2023-06-26,2023,6,2023-06,0.3074,0.3074,0.3074,0.36505
2023-07-12,2023,7,2023-07,0.2906,0.2906,0.2906,0.29705000000000004
2023-07-28,2023,7,2023-07,0.3035,0.3035,0.3035,0.29705000000000004
2023-08-13,2023,8,2023-08,0.2804,0.2804,0.3035,0.30365
2023-08-29,2023,8,2023-08,0.3269,0.3269,0.3269,0.30365
2023-09-14,2023,9,2023-09,0.2707,0.2707,0.2951,0.2829
2023-09-30,2023,9,2023-09,0.2951,0.2951,0.2951,0.2829
2023-10-16,2023,10,2023-10,0.3526,0.3526,0.3526,0.3526
2023-11-01,2023,11,2023-11,0.451,0.451,0.451,0.48424999999999996
2023-11-17,2023,11,2023-11,0.5175,0.5175,0.5175,0.48424999999999996
2023-12-03,2023,12,2023-12,0.4564,0.4564,0.5175,0.5176
2023-12-19,2023,12,2023-12,0.5788,0.5788,0.5788,0.5176
2024-01-01,2024,1,2024-01,0.3172,0.3172,0.3172,0.3172
2024-01-17,2024,1,2024-01,0.3172,0.3172,0.3172,0.3172
2024-02-02,2024,2,2024-02,0.3155,0.3656,0.3656,0.36475
2024-02-18,2024,2,2024-02,0.414,0.414,0.414,0.36475
2024-03-05,2024,3,2024-03,0.4641,0.4641,0.4641,0.5338
2024-03-21,2024,3,2024-03,0.6035,0.6035,0.6035,0.5338
2024-04-06,2024,4,2024-04,0.5638,0.5638,0.6035,0.6329499999999999
2024-04-22,2024,4,2024-04,0.7021,0.7021,0.7021,0.6329499999999999
2024-05-08,2024,5,2024-05,0.5612,0.5612,0.5634,0.5623
2024-05-24,2024,5,2024-05,0.5634,0.5634,0.5634,0.5623
2024-06-09,2024,6,2024-06,0.5746,0.5746,0.5746,0.48915
2024-06-25,2024,6,2024-06,0.4037,0.4037,0.4037,0.48915
2024-07-11,2024,7,2024-07,0.3793,0.3793,0.3793,0.34695
2024-07-27,2024,7,2024-07,0.3146,0.3146,0.3146,0.34695
2024-08-12,2024,8,2024-08,0.2612,0.2612,0.2983,0.27975
2024-08-28,2024,8,2024-08,0.2983,0.2983,0.2983,0.27975
2024-09-13,2024,9,2024-09,0.2868,0.2868,0.2868,0.30035
2024-09-29,2024,9,2024-09,0.3139,0.3139,0.3139,0.30035
2024-10-15,2024,10,2024-10,0.3193,0.3193,0.3193,0.37239999999999995
2024-10-31,2024,10,2024-10,0.4255,0.3876,0.3876,0.37239999999999995
2024-11-16,2024,11,2024-11,0.6875,0.4558,0.4558,0.6875
2024-12-02,2024,12,2024-12,0.5241,0.5241,0.5241,0.5847
2024-12-18,2024,12,2024-12,0.6453,0.6453,0.6453,0.5847
2025-01-01,2025,1,2025-01,0.6951,0.5696,0.5696,0.5945
2025-01-17,2025,1,2025-01,0.4939,0.4939,0.4939,0.5945
2025-02-02,2025,2,2025-02,0.3114,0.3114,0.4731,0.39225
2025-02-18,2025,2,2025-02,0.4731,0.4731,0.4731,0.39225
