Data,NDVI,PreFiltro,FlatBottom,mes,ano,AnoMes,NDVI_media_mensal
2024-01-17,0.3172,0.3172,0.3172,1,2024,2024-01,0.3172
2024-02-02,0.3155,0.3656,0.3656,2,2024,2024-02,0.36475
2024-02-18,0.414,0.414,0.414,2,2024,2024-02,0.36475
2024-03-05,0.4641,0.4641,0.4641,3,2024,2024-03,0.5338
2024-03-21,0.6035,0.6035,0.6035,3,2024,2024-03,0.5338
2024-04-06,0.5638,0.5638,0.6035,4,2024,2024-04,0.6329499999999999
2024-04-22,0.7021,0.7021,0.7021,4,2024,2024-04,0.6329499999999999
2024-05-08,0.5612,0.5612,0.5634,5,2024,2024-05,0.5623
2024-05-24,0.5634,0.5634,0.5634,5,2024,2024-05,0.5623
2024-06-09,0.5746,0.5746,0.5746,6,2024,2024-06,0.48915
2024-06-25,0.4037,0.4037,0.4037,6,2024,2024-06,0.48915
2024-07-11,0.3793,0.3793,0.3793,7,2024,2024-07,0.34695
2024-07-27,0.3146,0.3146,0.3146,7,2024,2024-07,0.34695
2024-08-12,0.2612,0.2612,0.2983,8,2024,2024-08,0.27975
2024-08-28,0.2983,0.2983,0.2983,8,2024,2024-08,0.27975
2024-09-13,0.2868,0.2868,0.2868,9,2024,2024-09,0.30035
2024-09-29,0.3139,0.3139,0.3139,9,2024,2024-09,0.30035
2024-10-15,0.3193,0.3193,0.3193,10,2024,2024-10,0.37239999999999995
2024-10-31,0.4255,0.3876,0.3876,10,2024,2024-10,0.37239999999999995
2024-11-16,0.6875,0.4558,0.4558,11,2024,2024-11,0.6875
2024-12-02,0.5241,0.5241,0.5241,12,2024,2024-12,0.5847
2024-12-18,0.6453,0.6453,0.6453,12,2024,2024-12,0.5847
2025-01-01,0.6951,0.5696,0.5696,1,2025,2025-01,0.5945
2025-01-17,0.4939,0.4939,0.4939,1,2025,2025-01,0.5945
2025-02-02,0.3114,0.3114,0.4731,2,2025,2025-02,0.39225
2025-02-18,0.4731,0.4731,0.4731,2,2025,2025-02,0.39225
