DATA;HORA;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
28/12/2002;18:00;-9999;-9999;-9999;-9999;-9999;27,8;21,8;29;27;22,8;-9999;76;66;70;-9999;-9999;-9999
28/12/2002;19:00;-9999;-9999;-9999;-9999;-9999;27,8;21,7;28,2;27,3;22,4;-9999;73;66;70;-9999;-9999;-9999
28/12/2002;20:00;-9999;-9999;-9999;-9999;-9999;28,7;21,9;28,8;27,7;22,5;-9999;73;66;67;-9999;-9999;-9999
28/12/2002;21:00;-9999;-9999;-9999;-9999;-9999;27,8;22,2;28,7;27,8;22,7;-9999;73;66;72;-9999;-9999;-9999
28/12/2002;22:00;-9999;-9999;-9999;-9999;-9999;26,2;22,3;27,8;26,2;22,8;-9999;79;71;79;-9999;-9999;-9999
28/12/2002;23:00;-9999;-9999;-9999;-9999;-9999;25;21,5;26,2;25;22,5;-9999;81;79;81;-9999;-9999;-9999
29/12/2002;00:00;-9999;-9999;-9999;-9999;-9999;24,3;20,8;25;24,3;21,6;-9999;82;81;81;-9999;-9999;-9999
29/12/2002;01:00;-9999;-9999;-9999;-9999;-9999;23,9;21,1;24,3;23,8;21,2;-9999;86;81;84;-9999;-9999;-9999
29/12/2002;02:00;-9999;-9999;-9999;-9999;-9999;24;20,6;24,2;23,9;21,1;-9999;84;81;81;-9999;-9999;-9999
29/12/2002;03:00;-9999;-9999;-9999;-9999;-9999;23,2;20,9;24;23,2;20,9;-9999;87;81;87;-9999;-9999;-9999
29/12/2002;04:00;-9999;-9999;-9999;-9999;-9999;23;20,9;23,3;23;21;-9999;88;87;88;-9999;-9999;-9999
29/12/2002;05:00;-9999;-9999;-9999;-9999;-9999;22,9;20,6;23,2;22,9;20,9;-9999;88;86;87;-9999;-9999;-9999
29/12/2002;06:00;-9999;-9999;-9999;-9999;-9999;22,5;20,5;22,9;22,4;20,6;-9999;89;86;89;-9999;-9999;-9999
29/12/2002;07:00;-9999;-9999;-9999;-9999;-9999;22,1;20,6;22,5;22,1;20,6;-9999;91;89;91;-9999;-9999;-9999
29/12/2002;08:00;-9999;-9999;-9999;-9999;-9999;22,2;20,7;22,3;22,1;20,7;-9999;91;90;91;-9999;-9999;-9999
29/12/2002;09:00;-9999;-9999;-9999;-9999;-9999;22;20,8;22,4;22;20,8;-9999;93;90;92;-9999;-9999;-9999
29/12/2002;10:00;-9999;-9999;-9999;-9999;-9999;21,9;20,9;22;21,9;21;-9999;94;92;94;-9999;-9999;-9999
29/12/2002;11:00;-9999;-9999;-9999;-9999;-9999;21,4;20,6;21,9;21,3;20,8;-9999;95;94;95;-9999;-9999;-9999
29/12/2002;12:00;-9999;-9999;-9999;-9999;-9999;21,5;20,7;21,7;21,4;20,9;-9999;95;95;95;-9999;-9999;-9999
29/12/2002;13:00;-9999;-9999;-9999;-9999;-9999;21,9;20,9;21,9;21,5;20,9;-9999;95;94;94;-9999;-9999;-9999
29/12/2002;14:00;-9999;-9999;-9999;-9999;-9999;22,9;21,5;22,9;21,9;21,6;-9999;94;92;92;-9999;-9999;-9999
29/12/2002;15:00;-9999;-9999;-9999;-9999;-9999;23,8;22;23,8;22,9;22,1;-9999;92;89;90;-9999;-9999;-9999
29/12/2002;16:00;-9999;-9999;-9999;-9999;-9999;25,5;22,5;25,5;23,8;22,6;-9999;90;82;83;-9999;-9999;-9999
29/12/2002;17:00;-9999;-9999;-9999;-9999;-9999;27,2;23,1;27,2;25,4;23,1;-9999;84;77;79;-9999;-9999;-9999
29/12/2002;18:00;-9999;-9999;-9999;-9999;-9999;27,4;22,7;28,1;26,9;23,2;-9999;79;71;75;-9999;-9999;-9999
29/12/2002;19:00;-9999;-9999;-9999;-9999;-9999;26,7;22,5;27,7;26,7;22,9;-9999;78;73;78;-9999;-9999;-9999
29/12/2002;20:00;-9999;-9999;-9999;-9999;-9999;26,7;22,5;26,8;26,3;23,2;-9999;81;77;77;-9999;-9999;-9999
29/12/2002;21:00;-9999;-9999;-9999;-9999;-9999;26,6;22,8;26,9;26,5;23,2;-9999;81;76;80;-9999;-9999;-9999
29/12/2002;22:00;-9999;-9999;-9999;-9999;-9999;25,5;23;26,8;25,5;23,1;-9999;86;79;86;-9999;-9999;-9999
29/12/2002;23:00;-9999;-9999;-9999;-9999;-9999;25,2;23,1;25,5;25,2;23,1;-9999;88;85;88;-9999;-9999;-9999
30/12/2002;00:00;-9999;-9999;-9999;-9999;-9999;25;23;25,3;25;23,2;-9999;89;87;89;-9999;-9999;-9999
30/12/2002;01:00;-9999;-9999;-9999;-9999;-9999;23,7;21,6;25;23,7;23,1;-9999;90;83;88;-9999;-9999;-9999
30/12/2002;02:00;-9999;-9999;-9999;-9999;-9999;23,5;20,3;23,7;23,1;21,8;-9999;89;82;82;-9999;-9999;-9999
30/12/2002;03:00;-9999;-9999;-9999;-9999;-9999;23;21,5;23,5;22,9;21,5;-9999;91;82;91;-9999;-9999;-9999
30/12/2002;04:00;-9999;-9999;-9999;-9999;-9999;23,1;21,9;23,3;23;21,9;-9999;93;91;93;-9999;-9999;-9999
30/12/2002;05:00;-9999;-9999;-9999;-9999;-9999;21,2;20,4;23,1;21,1;21,9;-9999;95;93;95;-9999;-9999;-9999
30/12/2002;06:00;-9999;-9999;-9999;-9999;-9999;22;21,3;22;21,2;21,3;-9999;96;95;96;-9999;-9999;-9999
30/12/2002;07:00;-9999;-9999;-9999;-9999;-9999;22;21,3;22;21,9;21,3;-9999;96;95;96;-9999;-9999;-9999
30/12/2002;08:00;-9999;-9999;-9999;-9999;-9999;21,9;21,1;22,1;21,9;21,3;-9999;96;95;95;-9999;-9999;-9999
30/12/2002;09:00;-9999;-9999;-9999;-9999;-9999;21,9;21,1;22;21,9;21,1;-9999;95;95;95;-9999;-9999;-9999
30/12/2002;10:00;-9999;-9999;-9999;-9999;-9999;21,9;21;21,9;21,9;21,1;-9999;95;95;95;-9999;-9999;-9999
30/12/2002;11:00;-9999;-9999;-9999;-9999;-9999;22,1;21;22,1;21,8;21,1;-9999;95;94;94;-9999;-9999;-9999
30/12/2002;12:00;-9999;-9999;-9999;-9999;-9999;22,6;21,1;22,6;22,1;21,1;-9999;94;91;91;-9999;-9999;-9999
30/12/2002;13:00;-9999;-9999;-9999;-9999;-9999;22,6;21,2;23,2;22,5;21,4;-9999;92;88;92;-9999;-9999;-9999
30/12/2002;14:00;-9999;-9999;-9999;-9999;-9999;22,5;21,3;22,6;22,2;21,6;-9999;94;91;93;-9999;-9999;-9999
30/12/2002;15:00;-9999;-9999;-9999;-9999;-9999;23,5;22,3;23,5;22,2;22,3;-9999;94;92;93;-9999;-9999;-9999
30/12/2002;16:00;-9999;-9999;-9999;-9999;-9999;24,3;22,4;24,5;23,5;22,5;-9999;93;86;89;-9999;-9999;-9999
30/12/2002;17:00;-9999;-9999;-9999;-9999;-9999;25;22,6;25;24,1;22,8;-9999;91;86;87;-9999;-9999;-9999
30/12/2002;18:00;-9999;-9999;-9999;-9999;-9999;26,4;22,6;26,4;25;23,1;-9999;88;78;80;-9999;-9999;-9999
30/12/2002;19:00;-9999;-9999;-9999;-9999;-9999;26,5;21,8;26,6;26,3;22,5;-9999;79;75;76;-9999;-9999;-9999
30/12/2002;20:00;-9999;-9999;-9999;-9999;-9999;26,9;22,5;26,9;26,5;22,5;-9999;78;74;76;-9999;-9999;-9999
30/12/2002;21:00;-9999;-9999;-9999;-9999;-9999;26,4;22,2;27,4;26,3;22,7;-9999;79;74;78;-9999;-9999;-9999
30/12/2002;22:00;-9999;-9999;-9999;-9999;-9999;23,1;21,3;26,6;23,1;22,6;-9999;90;76;90;-9999;-9999;-9999
30/12/2002;23:00;-9999;-9999;-9999;-9999;-9999;22,4;21,2;23,1;22,3;21,6;-9999;94;90;93;-9999;-9999;-9999
31/12/2002;00:00;-9999;-9999;-9999;-9999;-9999;22,4;21,3;22,5;22,4;21,3;-9999;93;92;93;-9999;-9999;-9999
31/12/2002;01:00;-9999;-9999;-9999;-9999;-9999;22,5;21,4;22,5;22,4;21,4;-9999;94;93;94;-9999;-9999;-9999
31/12/2002;02:00;-9999;-9999;-9999;-9999;-9999;22,4;21,3;22,5;22,3;21,4;-9999;94;93;94;-9999;-9999;-9999
31/12/2002;03:00;-9999;-9999;-9999;-9999;-9999;22,4;21,3;22,4;22,3;21,4;-9999;94;93;94;-9999;-9999;-9999
31/12/2002;04:00;-9999;-9999;-9999;-9999;-9999;22,2;21,2;22,4;22,2;21,3;-9999;94;93;94;-9999;-9999;-9999
31/12/2002;05:00;-9999;-9999;-9999;-9999;-9999;22,1;20,9;22,2;22,1;21,3;-9999;95;92;92;-9999;-9999;-9999
31/12/2002;06:00;-9999;-9999;-9999;-9999;-9999;21,6;20,4;22,1;21,6;20,8;-9999;93;92;93;-9999;-9999;-9999
31/12/2002;07:00;-9999;-9999;-9999;-9999;-9999;21,5;20,7;21,7;21,1;20,7;-9999;95;91;95;-9999;-9999;-9999
31/12/2002;08:00;-9999;-9999;-9999;-9999;-9999;21,8;20,7;21,8;21,5;21;-9999;95;94;94;-9999;-9999;-9999
31/12/2002;09:00;-9999;-9999;-9999;-9999;-9999;21,4;20,6;21,8;21,4;20,8;-9999;95;94;95;-9999;-9999;-9999
31/12/2002;10:00;-9999;-9999;-9999;-9999;-9999;21,6;20,9;21,6;21,4;20,9;-9999;95;95;95;-9999;-9999;-9999
31/12/2002;11:00;-9999;-9999;-9999;-9999;-9999;22,2;21,1;22,2;21,6;21,1;-9999;95;94;94;-9999;-9999;-9999
31/12/2002;12:00;-9999;-9999;-9999;-9999;-9999;23,1;21,6;23,1;22,2;21,6;-9999;94;91;91;-9999;-9999;-9999
31/12/2002;13:00;-9999;-9999;-9999;-9999;-9999;24,3;21,6;24,4;23,1;22,1;-9999;91;83;85;-9999;-9999;-9999
31/12/2002;14:00;-9999;-9999;-9999;-9999;-9999;25,8;21,3;26;24,3;22,1;-9999;87;76;76;-9999;-9999;-9999
31/12/2002;15:00;-9999;-9999;-9999;-9999;-9999;25,6;22,1;25,9;25,4;22,2;-9999;81;76;81;-9999;-9999;-9999
31/12/2002;16:00;-9999;-9999;-9999;-9999;-9999;27,3;22,2;27,3;25,6;23;-9999;81;73;74;-9999;-9999;-9999
31/12/2002;17:00;-9999;-9999;-9999;-9999;-9999;27,6;22,1;27,8;26,7;22,6;-9999;76;68;72;-9999;-9999;-9999
31/12/2002;18:00;-9999;-9999;-9999;-9999;-9999;28,5;21,6;29,7;27,5;22,8;-9999;72;62;66;-9999;-9999;-9999
31/12/2002;19:00;-9999;-9999;-9999;-9999;-9999;27,2;22,6;29,6;27,2;22,6;-9999;76;63;76;-9999;-9999;-9999
31/12/2002;20:00;-9999;-9999;-9999;-9999;-9999;25,4;22,3;27,2;23,8;23;-9999;92;76;83;-9999;-9999;-9999
31/12/2002;21:00;-9999;-9999;-9999;-9999;-9999;24,8;21,3;26,8;24,8;23,6;-9999;85;77;81;-9999;-9999;-9999
31/12/2002;22:00;-9999;-9999;-9999;-9999;-9999;24,1;21,3;24,8;24,1;21,6;-9999;86;81;85;-9999;-9999;-9999
31/12/2002;23:00;-9999;-9999;-9999;-9999;-9999;23,8;21,8;24,1;23,8;21,9;-9999;89;83;89;-9999;-9999;-9999
